"treatment_ordered","treat1","treat2_felon","treat_combined","registered","v_pres_general_12","v08","returned","returntoprison","ageonelecday","f_contype","f_daysserved","timesincerelease"
2,1,0,1,0,"0",0,1,0,42.3680877685547,"FAILURE TO APPEAR, FIRST DEGREE",446.998931884766,0.772967755794525
1,0,0,0,0,"0",0,0,0,24.6151485443115,"ASSAULT, SECOND DEGREE",183.917190551758,1.0108870267868
1,0,0,0,0,"0",NA,0,0,36.9247283935547,"IDENTITY THEFT 3RD DEGREE",484.213500976562,2.85325765609741
1,0,0,0,0,"0",NA,0,1,59.9484901428223,"POSSESSION OF NARCOTICS",312.761657714844,3.19238138198853
1,0,0,0,0,"0",NA,0,0,39.0880470275879,"FORGERY, SECOND DEGREE",563.400512695312,2.46263861656189
1,0,0,0,0,"0",0,0,0,48.4877014160156,"ASSAULT, SECOND DEGREE",164.121017456055,2.25454139709473
2,1,0,1,0,"0",0,1,0,44.975830078125,"CRIM VIOL OF PROTECTIVE ORDER",59.0423889160156,2.57923364639282
1,0,0,0,0,"0",0,0,0,29.1337890625,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",244.766357421875,0.970925211906433
1,0,0,0,0,"0",0,0,0,26.24440574646,"LARCENY, THIRD DEGREE",283.173004150391,2.34820055961609
3,0,1,1,0,"0",NA,1,0,51.6786270141602,"POSSESSION OF NARCOTICS",750.568054199219,2.98957014083862
1,0,0,0,0,"0",0,0,0,44.3550758361816,"BURGLARY, THIRD DEGREE",287.208831787109,1.44462609291077
3,0,1,1,0,"0",0,1,0,24.6458511352539,"BURGLARY, THIRD DEGREE",165.942657470703,1.11217176914215
1,0,0,0,0,"0",0,0,0,58.116153717041,"BURGLARY, THIRD DEGREE",65.5203628540039,0.898704767227173
1,0,0,0,0,"0",0,0,0,30.4560470581055,"POSSESSION OF NARCOTICS",166.944961547852,0.516549944877625
1,0,0,0,0,"0",NA,0,0,22.094913482666,"ROBBERY, SECOND DEGREE",727.445190429688,1.23660731315613
2,1,0,1,0,"0",0,0,0,47.4143257141113,"ASSAULT, SECOND DEGREE",171.565490722656,2.63874483108521
1,0,0,0,0,"0",0,0,0,41.1816711425781,"POSSESSION OF NARCOTICS",68.9534759521484,3.20683526992798
2,1,0,1,0,"0",0,1,0,54.8395576477051,"LARCENY, THIRD DEGREE",34.4958305358887,0.89332240819931
1,0,0,0,0,"0",NA,0,0,31.5374755859375,"FORGERY, FIRST DEGREE",265.995056152344,3.30800604820251
3,0,1,1,0,"0",0,1,0,48.514965057373,"POSSESSION OF NARCOTICS",175.392044067383,1.22552764415741
3,0,1,1,0,"0",NA,0,0,21.0434112548828,"ASSAULT, SECOND DEGREE",104.93376159668,1.88672685623169
1,0,0,0,0,"0",0,0,0,47.2247581481934,"POSSESSION OF NARCOTICS",116.09553527832,0.478653937578201
3,0,1,1,0,"0",0,0,0,27.7649917602539,"POSSESSION OF NARCOTICS",253.082778930664,1.44469916820526
1,0,0,0,0,"0",0,0,0,57.5910720825195,"FORGERY, FIRST DEGREE",224.578170776367,0.687801837921143
2,1,0,1,0,"0",NA,0,0,22.0051136016846,"SALE OF CONTROLLED SUBSTANCE",435.360076904297,1.15609169006348
1,0,0,0,0,"0",0,0,0,43.9017906188965,"POSSESSION OF NARCOTICS",572.996032714844,0.751045942306519
3,0,1,1,0,"0",0,0,0,30.4671897888184,"CRIM VIOL OF PROTECTIVE ORDER",158.940795898438,1.82802879810333
3,0,1,1,0,"0",0,1,0,28.1165256500244,"BURGLARY, THIRD DEGREE",208.226806640625,1.42412853240967
1,0,0,0,1,"1",0,0,0,61.4581680297852,"POSSESSION OF NARCOTICS",73.6479339599609,2.57735109329224
2,1,0,1,0,"0",0,0,0,54.4553184509277,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",435.912628173828,1.96178185939789
1,0,0,0,0,"0",0,0,0,51.0955123901367,"UNLAWFUL RESTRAINT, FIRST DEGREE",-0.746353149414062,2.05079650878906
3,0,1,1,0,"0",0,1,0,29.953197479248,"POSSESSION OF NARCOTICS",169.538681030273,2.57052898406982
3,0,1,1,0,"0",NA,1,0,31.1348133087158,"CRIMINAL POSS OF PISTOL/REVOLVER",699.992492675781,2.37916612625122
2,1,0,1,0,"0",NA,0,0,49.1847877502441,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",730.557739257812,3.0526168346405
3,0,1,1,0,"0",0,0,0,30.7623805999756,"CRIM VIOL OF PROTECTIVE ORDER",32.5079040527344,0.7646803855896
3,0,1,1,0,"0",0,0,0,33.7304496765137,"POSSESSION OF NARCOTICS",188.409942626953,2.59450054168701
3,0,1,1,0,"0",0,0,0,36.0814094543457,"POSSESSION OF NARCOTICS",376.715423583984,0.513757705688477
3,0,1,1,0,"0",0,1,0,28.4812698364258,"LARCENY, FIRST DEGREE",392.128936767578,1.77781748771667
1,0,0,0,0,"0",NA,0,0,32.8151741027832,"LARCENY, THIRD DEGREE",887.306701660156,3.00435876846313
1,0,0,0,0,"0",0,0,0,40.7925567626953,"POSSESSION OF NARCOTICS",416.380157470703,0.712771534919739
3,0,1,1,0,"0",0,1,0,34.3229064941406,"LARCENY, THIRD DEGREE",299.346435546875,0.521894514560699
1,0,0,0,0,"0",NA,0,0,52.6643486022949,"CRIM VIOL OF PROTECTIVE ORDER",474.076477050781,2.67524099349976
1,0,0,0,0,"0",0,0,0,43.2906723022461,"LARCENY, THIRD DEGREE",186.249145507812,1.92080187797546
3,0,1,1,0,"0",0,0,0,45.7195587158203,"ASSAULT ON POLICE OR FIRE OFFICER",285.584686279297,0.760884821414948
1,0,0,0,0,"0",0,0,0,23.9213581085205,"BURGLARY, THIRD DEGREE",360.796630859375,1.03234851360321
3,0,1,1,0,"0",0,0,0,23.0066204071045,"BURGLARY, THIRD DEGREE",304.502716064453,2.6288595199585
2,1,0,1,0,"0",NA,1,0,46.7436294555664,"POSSESSION OF NARCOTICS",750.33056640625,3.28711724281311
1,0,0,0,0,"0",NA,0,0,27.8216133117676,"SALE OF CONTROLLED SUBSTANCE",471.913391113281,2.46945858001709
2,1,0,1,0,"0",NA,0,0,39.6220359802246,"CARRYING WEAPON IN A MOTOR VEHICLE",156.266220092773,3.44820952415466
1,0,0,0,0,"0",0,0,0,25.8743572235107,"CARRYING WEAPONS WITHOUT A PERMIT",269.010284423828,0.504934847354889
3,0,1,1,0,"0",NA,0,0,20.4287261962891,"ASSAULT ON POLICE OR FIRE OFFICER",351.572662353516,0.668024897575378
3,0,1,1,0,"0",NA,1,0,33.8759307861328,"BURGLARY, THIRD DEGREE",521.857360839844,2.48597526550293
1,0,0,0,0,"0",0,0,0,51.9649848937988,"ROBBERY, THIRD DEGREE",206.0673828125,1.58830940723419
2,1,0,1,0,"0",NA,1,0,50.0056991577148,"POSSESSION OF NARCOTICS",738.212341308594,3.29651403427124
1,0,0,0,0,"0",0,0,0,29.3747901916504,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",459.4716796875,1.67494142055511
2,1,0,1,0,"0",0,0,0,27.4077396392822,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",61.6366157531738,0.92662101984024
1,0,0,0,0,"0",0,0,0,25.253490447998,"BURGLARY, THIRD DEGREE",119.656478881836,1.30171525478363
2,1,0,1,0,"0",0,1,0,22.9655704498291,"SALE OF CONTROLLED SUBSTANCE",363.032196044922,1.22049844264984
2,1,0,1,0,"0",NA,0,0,34.9418411254883,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",651.947692871094,3.08739113807678
1,0,0,0,0,"0",0,0,0,28.4936237335205,"POSSESSION OF NARCOTICS",386.234039306641,1.27037167549133
1,0,0,0,0,"0",0,0,0,29.1997604370117,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",883.497680664062,0.6462122797966
3,0,1,1,1,"0",0,0,0,32.9130172729492,"SALE OF CONTROLLED SUBSTANCE",572.867919921875,1.28863191604614
2,1,0,1,0,"0",0,0,0,46.0680465698242,"POSSESSION OF NARCOTICS",15.4388294219971,0.279707968235016
1,0,0,0,0,"0",NA,0,1,19.7764911651611,"LARCENY, SECOND DEGREE",207.045211791992,1.863765001297
2,1,0,1,0,"0",0,0,0,39.8454780578613,"SALE OF CONTROLLED SUBSTANCE",464.029083251953,0.46768918633461
3,0,1,1,1,"0",0,0,0,24.0827255249023,"ASSAULT ON POLICE OR FIRE OFFICER",173.018005371094,1.72540152072906
3,0,1,1,1,"0",0,0,0,26.0275821685791,"LARCENY, THIRD DEGREE",125.976135253906,3.05675911903381
2,1,0,1,0,"0",NA,0,0,26.4748649597168,"FORGERY, SECOND DEGREE",415.125091552734,3.04741954803467
3,0,1,1,0,"0",0,0,0,25.7912425994873,"ROBBERY, THIRD DEGREE",99.1291351318359,0.497326105833054
1,0,0,0,0,"0",0,0,0,32.0897636413574,"POSSESSION OF NARCOTICS",517.845581054688,1.25146877765656
1,0,0,0,0,"0",NA,0,0,36.3786582946777,"LARCENY, SECOND DEGREE",565.552917480469,2.83869552612305
1,0,0,0,0,"0",NA,0,0,22.6583042144775,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",386.931304931641,2.9608256816864
1,0,0,0,1,"0",0,0,0,23.7991714477539,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",556.237060546875,0.351584315299988
1,0,0,0,0,"0",0,0,0,31.1622581481934,"BURGLARY, THIRD DEGREE",694.69287109375,0.306137710809708
2,1,0,1,0,"0",0,0,0,53.8397827148438,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",268.005859375,0.411252558231354
1,0,0,0,0,"0",NA,0,0,33.5407524108887,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",814.063232421875,2.55922794342041
1,0,0,0,0,"0",0,0,0,22.9210586547852,"POSSESSION OF SHOTGUN OR SILENCER",349.605560302734,1.10334444046021
1,0,0,0,0,"0",0,0,1,27.0642833709717,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",19.7217807769775,1.12557399272919
1,0,0,0,0,"0",0,0,0,53.0378379821777,"ROBBERY, THIRD DEGREE",208.781860351562,1.38113498687744
3,0,1,1,0,"0",0,0,0,35.9757385253906,"BURGLARY, THIRD DEGREE",365.105987548828,1.19029939174652
2,1,0,1,0,"0",0,0,0,38.3034324645996,"CRIM VIOL OF PROTECTIVE ORDER",382.809875488281,0.981667995452881
2,1,0,1,0,"0",NA,0,0,42.9285850524902,"POSSESSION OF NARCOTICS",545.909729003906,2.35041809082031
1,0,0,0,0,"0",0,0,0,36.7134437561035,"FAILURE TO APPEAR, FIRST DEGREE",43.9945831298828,0.372653096914291
1,0,0,0,0,"0",1,0,0,30.0210914611816,"LARCENY, FIRST DEGREE",361.441772460938,1.94753348827362
1,0,0,0,0,"0",0,0,0,37.8761024475098,"POSSESSION OF NARCOTICS",142.974838256836,2.91264343261719
1,0,0,0,0,"0",1,0,0,25.53173828125,"BURGLARY, THIRD DEGREE",183.756301879883,0.37556591629982
1,0,0,0,0,"0",0,0,0,38.2861328125,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",250.041381835938,2.68675303459167
2,1,0,1,0,"0",0,0,0,42.1443099975586,"POSSESSION OF NARCOTICS",76.7201614379883,0.827530443668365
2,1,0,1,0,"0",0,0,0,23.7687129974365,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",570.495544433594,1.559410572052
1,0,0,0,0,"0",0,0,0,41.8070678710938,"POSSESSION OF NARCOTICS",139.279113769531,2.38478875160217
1,0,0,0,0,"0",0,0,0,25.3989219665527,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",950.412048339844,0.594446003437042
1,0,0,0,0,"0",0,0,0,26.9722652435303,"SELLING WEAPONS TO ALIENS PROHIBITED",640.407104492188,0.486774772405624
3,0,1,1,0,"0",0,0,0,30.0302257537842,"ESCAPE, FIRST DEGREE",179.312530517578,2.62824440002441
3,0,1,1,0,"0",0,0,0,43.5503768920898,"BURGLARY, THIRD DEGREE",150.910736083984,1.88218724727631
3,0,1,1,0,"0",0,0,0,23.1600036621094,"ROBBERY, THIRD DEGREE",180.488189697266,0.523749232292175
2,1,0,1,1,"1",NA,1,0,20.9094200134277,"ROBBERY, THIRD DEGREE",196.165267944336,0.507184982299805
3,0,1,1,0,"0",NA,0,0,59.3238067626953,"LARCENY, SECOND DEGREE",722.294006347656,3.26864886283875
1,0,0,0,0,"0",0,0,0,28.0962104797363,"BURGLARY, THIRD DEGREE",340.474212646484,1.38484179973602
1,0,0,0,0,"0",0,0,0,27.7975425720215,"UNLAWFUL RESTRAINT, FIRST DEGREE",4.5530424118042,2.73521733283997
3,0,1,1,0,"0",NA,0,0,48.0708312988281,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",701.274658203125,2.88402462005615
2,1,0,1,0,"0",1,1,0,31.6720943450928,"CARRY PIST/RVOLV W/O PERMIT",350.078674316406,2.29689311981201
3,0,1,1,0,"0",NA,0,0,48.696590423584,"POSSESSION OF NARCOTICS",1107.1162109375,2.31302046775818
2,1,0,1,0,"0",NA,0,0,31.0236473083496,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1104.44006347656,2.7275698184967
3,0,1,1,0,"0",0,0,0,25.6280403137207,"ASSAULT ON POLICE OR FIRE OFFICER",262.949737548828,1.90466547012329
2,1,0,1,0,"0",0,1,0,40.3456039428711,"ESCAPE, FIRST DEGREE",275.346832275391,0.925733864307404
1,0,0,0,0,"0",NA,0,0,20.6496696472168,"CARRY PIST/RVOLV W/O PERMIT",-0.728214204311371,2.74551582336426
1,0,0,0,0,"0",NA,0,0,28.4831848144531,"BURGLARY, THIRD DEGREE",337.688995361328,3.11085104942322
3,0,1,1,0,"0",0,1,0,22.3420505523682,"BURGLARY, THIRD DEGREE",341.771179199219,1.99007129669189
1,0,0,0,0,"0",NA,0,0,44.8357849121094,"CARRYING WEAPON IN A MOTOR VEHICLE",152.935684204102,3.15689945220947
1,0,0,0,0,"0",NA,0,0,22.8282527923584,"BURGLARY, THIRD DEGREE",14.483790397644,1.82936763763428
3,0,1,1,0,"0",NA,0,0,28.4146862030029,"UNLAWFUL RESTRAINT, FIRST DEGREE",702.02880859375,2.0302357673645
2,1,0,1,0,"0",NA,1,0,46.044303894043,"POSSESSION OF NARCOTICS",704.102722167969,3.32962775230408
1,0,0,0,0,"0",NA,0,0,35.6742973327637,"LARCENY, FIRST DEGREE",995.588562011719,1.6969735622406
3,0,1,1,0,"0",0,1,0,42.3658218383789,"BURGLARY, THIRD DEGREE",115.982810974121,1.95004391670227
2,1,0,1,0,"0",NA,1,0,41.3657150268555,"BURGLARY, THIRD DEGREE",654.458068847656,2.51709508895874
1,0,0,0,0,"0",NA,0,0,37.9315338134766,"CRIM VIOL OF PROTECTIVE ORDER",1069.38635253906,2.1461923122406
2,1,0,1,0,"0",0,1,0,22.9822235107422,"BURGLARY, THIRD DEGREE",26.621618270874,0.9918612241745
3,0,1,1,0,"0",0,1,0,36.9341888427734,"LARCENY, THIRD DEGREE",177.262191772461,0.559584975242615
1,0,0,0,0,"0",0,0,0,29.0009651184082,"BURGLARY, THIRD DEGREE",201.441543579102,0.609212338924408
2,1,0,1,0,"0",0,0,0,39.2449035644531,"BURGLARY, THIRD DEGREE",211.088851928711,0.407886296510696
1,0,0,0,0,"0",0,0,0,28.3818225860596,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",256.503387451172,1.21013057231903
2,1,0,1,1,"1",0,0,0,42.9223213195801,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",92.5442428588867,2.91957807540894
2,1,0,1,0,"0",0,1,0,53.8139762878418,"STRANGULATION 2ND DEGREE",349.128997802734,0.800699412822723
1,0,0,0,1,"0",NA,0,0,25.2104740142822,"POSSESSION OF NARCOTICS",439.811737060547,3.08990049362183
1,0,0,0,1,"0",NA,0,0,43.9915351867676,"ESCAPE, FIRST DEGREE",123.239883422852,3.31516981124878
1,0,0,0,0,"0",0,0,0,43.971263885498,"POSSESSION OF NARCOTICS",370.853179931641,0.471633702516556
1,0,0,0,0,"0",0,0,0,27.9129791259766,"ROBBERY, SECOND DEGREE",525.646057128906,0.874220252037048
3,0,1,1,1,"0",0,0,0,28.0805644989014,"POSSESSION OF NARCOTICS",112.467315673828,0.864932835102081
2,1,0,1,0,"0",0,1,0,50.825798034668,"STRANGULATION 2ND DEGREE",9.75426959991455,2.19927978515625
2,1,0,1,0,"0",NA,0,0,46.3120574951172,"CRIM VIOL OF PROTECTIVE ORDER",333.920440673828,3.00429677963257
2,1,0,1,1,"0",0,1,0,22.7748203277588,"CARRYING WEAPON IN A MOTOR VEHICLE",289.11669921875,2.14286231994629
2,1,0,1,0,"0",0,1,0,23.304573059082,"BURGLARY, THIRD DEGREE",86.2329711914062,2.12723255157471
1,0,0,0,0,"0",0,0,0,26.1607837677002,"BURGLARY, THIRD DEGREE",176.078689575195,0.983308076858521
3,0,1,1,0,"0",0,0,0,25.1204376220703,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",290.285736083984,0.50297611951828
3,0,1,1,1,"0",0,1,0,36.4234809875488,"BURGLARY, THIRD DEGREE",217.146743774414,0.550213217735291
2,1,0,1,0,"0",0,1,0,50.4515495300293,"ESCAPE, FIRST DEGREE",36.0011367797852,3.11122179031372
1,0,0,0,0,"0",0,0,0,31.3382606506348,"SALE OF CONTROLLED SUBSTANCE",637.796691894531,1.2491854429245
1,0,0,0,0,"0",NA,0,0,39.9196090698242,"CRIM VIOL OF PROTECTIVE ORDER",532.961730957031,2.42126441001892
1,0,0,0,0,"0",0,0,0,34.3504753112793,"CARRYING WEAPON IN A MOTOR VEHICLE",150.170867919922,2.43588089942932
1,0,0,0,0,"0",0,0,0,45.4099998474121,"IDENTITY THEFT 3RD DEGREE",79.5756988525391,0.407848477363586
2,1,0,1,0,"0",0,0,0,31.3792152404785,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",203.318237304688,0.505629897117615
1,0,0,0,0,"0",NA,0,0,45.9857902526855,"POSSESSION OF NARCOTICS",500.411193847656,3.08029246330261
2,1,0,1,0,"0",NA,1,0,21.9752597808838,"ROBBERY, THIRD DEGREE",367.838806152344,0.943576872348785
1,0,0,0,0,"0",0,0,0,50.2393951416016,"POSSESSION OF NARCOTICS",259.596527099609,2.62524342536926
3,0,1,1,0,"0",0,0,0,33.4203605651855,"SALE OF CONTROLLED SUBSTANCE",172.027542114258,1.46293067932129
1,0,0,0,0,"0",0,0,0,29.6001110076904,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",741.388061523438,1.24824929237366
1,0,0,0,0,"0",0,0,0,51.3115463256836,"CRIM VIOL OF PROTECTIVE ORDER",122.875640869141,2.56221914291382
3,0,1,1,0,"0",0,1,0,40.4139709472656,"LARCENY, THIRD DEGREE",439.332733154297,0.848310053348541
2,1,0,1,0,"0",NA,1,0,47.1809768676758,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",932.889953613281,2.91697359085083
1,0,0,0,0,"0",NA,0,0,20.0035610198975,"ROBBERY, THIRD DEGREE",93.7244567871094,0.702686429023743
2,1,0,1,0,"0",NA,1,0,34.2678413391113,"POSSESSION OF NARCOTICS",474.572265625,2.72584056854248
1,0,0,0,0,"0",0,0,0,26.7179088592529,"CARRY PIST/RVOLV W/O PERMIT",366.847412109375,1.09131586551666
1,0,0,0,1,"0",0,0,0,46.5074043273926,"LARCENY, THIRD DEGREE",149.535278320312,0.803096175193787
2,1,0,1,0,"0",0,0,0,25.2519664764404,"UNLAWFUL RESTRAINT, FIRST DEGREE",116.982208251953,2.62645292282104
2,1,0,1,0,"0",0,0,0,27.4879608154297,"BURGLARY, THIRD DEGREE",354.900360107422,1.4362096786499
3,0,1,1,0,"0",0,1,0,54.8916320800781,"BURGLARY, THIRD DEGREE",538.730346679688,1.8549747467041
3,0,1,1,0,"0",0,1,0,29.7313499450684,"CRIM VIOL OF PROTECTIVE ORDER",169.15690612793,0.823343217372894
3,0,1,1,0,"0",0,0,0,30.0369281768799,"CRIM VIOL OF PROTECTIVE ORDER",265.273315429688,0.261551469564438
3,0,1,1,0,"0",0,0,0,39.1989784240723,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",283.053924560547,0.654905080795288
1,0,0,0,0,"0",NA,0,0,40.2043952941895,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",665.996154785156,2.96121692657471
2,1,0,1,0,"0",0,0,0,24.7959022521973,"BURGLARY, THIRD DEGREE",157.033325195312,1.80441379547119
1,0,0,0,0,"0",0,0,0,33.074577331543,"POSSESSION OF NARCOTICS",349.588043212891,0.823825836181641
1,0,0,0,0,"0",NA,0,0,32.9369049072266,"LARCENY, SECOND DEGREE",916.758544921875,2.41363120079041
1,0,0,0,0,"0",0,0,0,26.3589935302734,"LARCENY, THIRD DEGREE",538.635986328125,2.03703832626343
3,0,1,1,0,"0",0,1,0,24.3441200256348,"ASSAULT ON POLICE OR FIRE OFFICER",22.3089561462402,1.47608470916748
3,0,1,1,0,"0",0,0,0,25.3297252655029,"POSSESSION OF NARCOTICS",33.8305892944336,3.14387679100037
3,0,1,1,0,"0",0,0,0,42.7350196838379,"POSSESSION OF NARCOTICS",78.3142166137695,1.17695868015289
3,0,1,1,0,"0",NA,1,0,52.1817054748535,"SALE OF CONTROLLED SUBSTANCE",379.040954589844,2.78573298454285
2,1,0,1,1,"0",1,0,0,29.7053680419922,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",807.447326660156,0.895271003246307
1,0,0,0,0,"0",NA,0,0,40.5216827392578,"LARCENY, THIRD DEGREE",537.305725097656,2.80129075050354
3,0,1,1,0,"0",NA,0,0,23.9145641326904,"CARRYING WEAPONS WITHOUT A PERMIT",678.617980957031,2.56698083877563
1,0,0,0,0,"0",1,0,0,47.6634674072266,"BURGLARY, THIRD DEGREE",247.91178894043,2.5155303478241
1,0,0,0,0,"0",NA,0,0,20.8261280059814,"ROBBERY, THIRD DEGREE",178.003997802734,1.85085034370422
1,0,0,0,0,"0",1,0,0,25.0060920715332,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",148.544509887695,1.30375277996063
3,0,1,1,1,"1",0,1,0,48.622142791748,"CRIM VIOL OF PROTECTIVE ORDER",93.655387878418,1.71121859550476
1,0,0,0,0,"0",NA,0,0,34.1974678039551,"POSSESSION OF NARCOTICS",345.084350585938,3.09590101242065
3,0,1,1,0,"0",NA,0,0,37.3616523742676,"BURGLARY, THIRD DEGREE",960.458068847656,1.89090716838837
1,0,0,0,0,"0",0,0,0,24.2970142364502,"ROBBERY, THIRD DEGREE",497.117980957031,1.11176061630249
1,0,0,0,0,"0",0,0,0,52.4517555236816,"SALE OF CONTROLLED SUBSTANCE",276.199584960938,1.45144498348236
2,1,0,1,1,"0",0,1,0,37.232177734375,"CRIMINAL POSS OF PISTOL/REVOLVER",428.58349609375,0.713628053665161
2,1,0,1,0,"0",0,0,0,29.3421459197998,"CARRYING WEAPONS WITHOUT A PERMIT",83.1112289428711,3.09686636924744
3,0,1,1,0,"0",NA,1,0,35.0320587158203,"BURGLARY, THIRD DEGREE",132.865600585938,3.14922690391541
1,0,0,0,0,"0",0,0,0,24.2480812072754,"BURGLARY, THIRD DEGREE",769.986694335938,0.683114469051361
1,0,0,0,0,"0",NA,0,0,20.7398052215576,"BURGLARY, THIRD DEGREE",247.07438659668,1.00718510150909
3,0,1,1,0,"0",0,0,0,39.1265907287598,"LARCENY, SECOND DEGREE",32.7023735046387,1.87329769134521
1,0,0,0,0,"0",0,0,0,32.5820083618164,"CRIM VIOL OF PROTECTIVE ORDER",58.5736999511719,0.52295047044754
1,0,0,0,0,"0",NA,0,0,31.8214511871338,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1045.45422363281,2.59059596061707
1,0,0,0,0,"0",NA,0,0,23.7015171051025,"POSSESSION OF NARCOTICS",172.633575439453,3.22243404388428
3,0,1,1,0,"0",0,0,0,28.5724582672119,"CRIM VIOL OF PROTECTIVE ORDER",170.162017822266,1.5099378824234
1,0,0,0,0,"0",NA,0,0,43.4463882446289,"BURGLARY, THIRD DEGREE",727.500244140625,3.01002740859985
2,1,0,1,0,"0",0,0,0,22.8476047515869,"ROBBERY, SECOND DEGREE",610.737670898438,1.25409066677094
2,1,0,1,0,"0",NA,0,0,31.4371471405029,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",713.599792480469,3.34185910224915
2,1,0,1,0,"0",NA,0,0,39.2858352661133,"SALE OF CONTROLLED SUBSTANCE",422.837707519531,2.48262166976929
1,0,0,0,0,"0",0,0,0,39.8451232910156,"BURGLARY, THIRD DEGREE",238.726913452148,2.2282452583313
1,0,0,0,0,"0",0,0,0,41.0898933410645,"BURGLARY, THIRD DEGREE",424.241485595703,1.23773074150085
2,1,0,1,0,"0",NA,0,0,25.1289806365967,"BURGLARY, THIRD DEGREE",708.770446777344,2.85347867012024
1,0,0,0,0,"0",0,0,0,53.6799087524414,"POSSESSION OF NARCOTICS",50.4198341369629,2.73299050331116
1,0,0,0,0,"0",0,0,0,45.6365394592285,"ROBBERY, THIRD DEGREE",388.234008789062,2.07892441749573
2,1,0,1,0,"0",1,0,0,31.0289993286133,"CARRYING WEAPONS WITHOUT A PERMIT",1042.50769042969,0.44777038693428
3,0,1,1,0,"0",0,0,0,22.6136741638184,"ROBBERY, SECOND DEGREE",397.178680419922,2.11556267738342
1,0,0,0,0,"0",NA,0,0,23.168607711792,"POSSESSION OF NARCOTICS",448.589447021484,2.46406698226929
1,0,0,0,0,"0",0,0,0,29.1153144836426,"STRANGULATION 2ND DEGREE",312.452301025391,0.648330092430115
1,0,0,0,0,"0",NA,0,0,51.8264389038086,"POSSESSION OF NARCOTICS",452.708435058594,2.34182476997375
1,0,0,0,0,"0",0,0,0,25.0463390350342,"POSSESSION OF NARCOTICS",624.8408203125,0.980407118797302
3,0,1,1,0,"0",0,1,0,25.7833824157715,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",300.417877197266,1.32892429828644
1,0,0,0,0,"0",0,0,0,42.5198554992676,"POSSESSION OF NARCOTICS",226.458129882812,2.67690372467041
1,0,0,0,0,"0",0,0,0,39.639835357666,"CRIMINAL POSS OF PISTOL/REVOLVER",464.557952880859,0.831087648868561
1,0,0,0,0,"0",NA,0,0,27.0162963867188,"CRIM VIOL OF PROTECTIVE ORDER",324.367584228516,2.56508636474609
1,0,0,0,0,"0",NA,0,0,42.8866958618164,"CRIMINAL MISCHIEF, FIRST DEGREE",271.554443359375,2.80157852172852
2,1,0,1,0,"0",0,0,0,26.5725746154785,"LARCENY, THIRD DEGREE",111.349945068359,1.76543641090393
1,0,0,0,0,"0",0,0,0,54.0943908691406,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",647.761779785156,1.03788590431213
1,0,0,0,0,"0",0,0,0,32.0684547424316,"POSSESSION OF NARCOTICS",129.420440673828,1.91195118427277
2,1,0,1,0,"0",0,1,0,39.1253623962402,"ASSAULT, SECOND DEGREE",287.631713867188,1.02247679233551
3,0,1,1,0,"0",NA,0,0,52.2998008728027,"FORGERY, SECOND DEGREE",407.880584716797,3.03461909294128
1,0,0,0,0,"0",NA,0,0,38.8177146911621,"LARCENY, SECOND DEGREE",717.065673828125,3.17865014076233
2,1,0,1,0,"0",0,0,0,44.1521530151367,"POSSESSION OF NARCOTICS",375.975677490234,1.89430677890778
1,0,0,0,0,"0",0,0,0,46.3866691589355,"CARRYING WEAPON IN A MOTOR VEHICLE",567.167724609375,0.49512854218483
1,0,0,0,0,"0",0,0,0,46.0747756958008,"CRIM VIOL OF PROTECTIVE ORDER",501.317474365234,1.54227864742279
